text,sentiment
RT @aaronjacksond: I am legitimately scared that any of those GOP candidates think they can be president. I fear for my country. #GOPDebate,Negative
"RT @Ian56789: Christian churches in Israel should be burned, Jewish Settler leader says http://t.co/0pvZeotKV7 #GOPDebate #Israel http://t.…",Negative
Finally got to read the #GOPDebate coverage I craved: @rgay on the GOP Debate https://t.co/FLlZraYaLp via @brikirk,Neutral
"LET'S NOT FORGET no one has ever been shot for ""not being politically correct"" no one has had their liberties violated over it. #GOPDebate",Neutral
"RT @NancyLeeGrahn: BREAKING. Jesus has finally resurrected due to #gopdebate His 1st words were ""Oy Vey"" and wants to apologize to all sane…",Neutral
Anger Bear stayed up too late and was throwing things around in his bedroom. No video games for him today. #GOPdebate http://t.co/qRAZyJWzEZ,Negative
RT @AmyMek: Now @foxnews has @DWStweets on bashing our Candidates! This Devil says it's Okay to Kill a 7 lb. Baby Just Seconds before birth…,Negative
"@carlquintanilla @wesjonesDC 
But @FrankLuntz saying..I'm getting a lot of @MegynKelly hatemail tonight. 

#GOPDebate",Neutral
"How would you fix the police problem?
Donald Trump: What police problem? #GOPDebate",Negative
"#FoxNews gives #Trump, er Fox, most speaking time during first debate http://t.co/UzBf58Fg2f via @American_Mirror &amp; @kyleolson4 #GOPDebate",Negative
Do we really want someone like this in office? #GOPDebate #BC2DC16 #Trump http://t.co/Jb53bAGNhn,Negative
"@realDonaldTrump on point with response to @megynkelly ""When did you become a Republican? "" #GOPDebate",Positive
RT @siobhan_ogrady: The most important thing you'll see tonight. #GOPDebate http://t.co/40GJtBJOB5,Negative
"RT @KikkiPlanet: Just spent 15 minutes reading the #gopdebate feed. Laughed so hard I popped a blood vessel. 'Murica, you funny as hell.",Negative
RT @defendressofsan: Amanda Mary Jewell &amp; Her Husband Tell All GcMaf MMS &amp; Dead Doctors  https://t.co/qRQCYM2K3d #GOPDebate #GBBO #Compton …,Neutral
RT @csydelko: The #GOPDebate is basically just a televised circle jerk,Negative
"Avg 72% #GOP =""Going Opposite of Progress. THERE IT IS , FINALLY THE RIGH NAME #GOPDebate #GOPClownCar #FOXDEBATE  https://t.co/vWbiFkzefo",Negative
Drudge poll now shows 45% say @realDonaldTrump won debate. @Tedcruz comes in second with 14%. #GOPDebate http://t.co/JKSCHFji9E,Neutral
Woke up thinking I had a hilarious dream but then I realized it was just the #GOPDebate I watched last night.😂,Negative
"RT @cristela9: By the way, I will be making fun of the democrat debates too...debates are easy to mock when ANYONE says anything dumb. #GOP…",Negative
"RT @TheDailyEdge: Jeb Bush: ""I support a culture of life. I also passed the first Stand Your Ground law for those who prefer a culture of d…",Neutral
"The only good news out of #GOPDebacle/#GOPDebate is, hopefully it's the beginning of the end of @tedcruz and ""Dr"" @RandPaul.",Negative
"@realDonaldTrump ""took advantage of chapter laws"" the same way welfare fraud is committed. It's all just gaming the system. #GOPDebate #2016",Negative
"Very disappointed at some of the hostile questions by Fox News, (or was it  MSNBC?) at #GOPDebate, especially those directed at Trump!",Negative
"Anyone voting for Chris Christie?
#GOPDebate #TCOT http://t.co/2vXU3v9G4V",Neutral
Add me on snapchat for my morning analysis of the #GOPDebate and Republican candidates. @mcasiyo 🙏🗽🙏,Neutral
Politics with Bea. #GOPDebate http://t.co/0Lkex8jjv1,Negative
RT @NotBillWalton: That was the greatest SNL sketch of all-time. #GOPDebate,Positive
"@realDonaldTrump won debate despite hatchet job @megynkelly MK's unprofessional questions brought #GOPDebate quality down n 2 dirt,literally",Neutral
"RT @erinscafe: As far as I can tell, there is no GOP. Just a bunch of unhappy people who can't even agree what to be the most unhappy about…",Negative
RT @joyreaper: @CarlyFiorina speaking of unlocking the potential in people! Sounds like Reagan and sounds like a great leader! #GOPDebate,Positive
Watching the republican party implode from within is magical. #GOPDebate #donalddump,Negative
"RT @carlquintanilla: Twitter mentions last night, in #GOPDebate 

(h/t @ShannanSiemens) http://t.co/GKkVkkKkPA",Neutral
MAN THIS CAUGHT ME OFF GUARD 😂😂😂😂😂😂😂 #gopdebate  #Thedonald  #Donaldtrump https://t.co/6VF7CjqbOD,Neutral
RT @TheSoup: Is it over? How'd Trump's hair do? #GOPDebate,Negative
"RT @SplitSingleband: How much does it say about Martin Short's talent that no one recognized him while in character?
#GOPDebate http://t.co…",Neutral
Planned Parenthood isn't just about abortions so keep your political bullshit away from my health and vagina #sorrynotsorry #GOPDebate,Negative
RT @Rojowo: You're not going to know who won #GOPDebate until you see who @TheDemocrats attack as 'unqualified' and 'frightening' #Rubio #F…,Negative
5 Frighteningly Sexist Donald Trump Quotes http://t.co/cwyUuL8JKn via @bustle #TheDonald #TrumpMisogonist #GOPdebate #Women #Misogyny,Negative
It's 2015 &amp; we're asking candidates what specifically a supernatural being told them to do. I don't want a Pres who hears voices. #GOPDebate,Negative
"RT @Refinery29: .@megynkelly is like, ""10 candidates stand before me..."" #GOPDebate http://t.co/TsGXHIlPy2",Negative
"RT @sarahcpr: In an epic twist of irony, Trump seems to have turned Fox viewers against themselves #GOPDebate",Negative
#GOPDebate fact check http://t.co/dfx1DMtM8R Here’s how the candidates’ claims measured up to reality http://t.co/J8WBoetvZO,Neutral
RT → theblaze: Pundits incensed over megynkelly's abortion question for ScottWalker during #GOPDebate: http://t.co/FNM90HGS3F,Negative
"I don't particularly agree with @megynkelly most of the time (or any of Fox News for that matter), but she was on point at the #GOPDebate",Positive
"NEW STATEMENT on #GOPDEBATE: It's not a debate, it's an embarrassment:  @CorrectRecord http://t.co/JwZqoAf75E … #TruthMatters @upwithsteve",Negative
RT @MikeSington: #GOPDebate summed up in one pic. http://t.co/D3mEZO1bTJ,Negative
RT @BoldProgressive: .@realDonaldTrump says he gives his money so people will do what he wants. This is why we need to overturn #CitizensUn…,Negative
RT @GeneMcVay: #GOPDebate Fox has been unprofessional so far!,Negative
RT @BillyDees: @BillyDees: I posted this in 2012 about why the #GOP lost &amp; it's still true #humoroutcasts #DNC #GOPDebate @dtcav http://t.c…,Negative
RT @MegKinnardAP: .@GovMikeHuckabee making post-#GOPDebate trip to South Carolina (from @AP) #2016 http://t.co/qXjv2SBRmz,Neutral
"In honor of last nights GOP debate... A flashback to me and H.W. hangin' out! 😋

#gopdebate #jebbush… https://t.co/K1oPXc8aqC",Positive
I never thought to follow @BetteMidler but after her comment about #LennyKravitz and the #GOPDebate I couldn't resist.  #penisgate #dicks,Neutral
@TheView why aren't you discussing last night's #GOPDebate,Neutral
"RT @abb_robertsCBN: “I think most ppl in america understand that people, not the government creates job” @ScottWalker #GOPdebate",Positive
"RT @RandPaul: Why Is Rand Paul “The DNC’s Top Target”? #GOPDebate #StandWithRand 

Read more here: https://t.co/M31l4vEQDf",Negative
"RT @jeffchu: ""The military is not a social experiment,"" says Huckabee. The point is ""to kill people and break things."" Lord, have mercy. #G…",Negative
"RT @alexandraheuser: America HORRIFIED @ #PPSellsBabyParts SANTORUM taps in to our RAGE! Tried 2 marginalize #Rick2016 w/""social ques"" Saw …",Negative
"RT @DavidRomeiPHD: #GOPDebate was like #JackNicholson driving his fellow patients around in ""One Flew Over the Cuckoos Nest."" http://t.co/Z…",Negative
"Its hard not to wonder if @realDonaldTrump is #GOP spoiler 
#GOPDebate #copolitics  https://t.co/LGTCNx0dra",Negative
"RT @GustavoArellano: Between Rubio shouting out Chapo and Cruz calling Washington a ""cartel,"" maybe they're wanting to be the new Zetas? #G…",Negative
Hating things with impunity is the new combover. #selfquoting #DumpTrump #leaverosieouttathis #GOPDebate,Negative
"RT @BenSwann_: @ScottWalker ""Russia and China probably know more about @HillaryClinton email than the U.S. Congress"" #GOPDebate",Negative
"RT @ericschroeck: My father was a puddle of water. My mother was an apple. I was raised by goats. When I'm president, the goat people shall…",Neutral
Who did this?! 😂😂😂😂😂 #GOPDebate http://t.co/GfLYUdoQZX,Neutral
"RT @BenMank77: Well done, Fox...great questions on climate change, the Koch brothers, campaign finance reform &amp; oh, yeah...none of those th…",Negative
"#HillaryClinton takes selfie with #KimKardashian, #KanyeWest during #GOPDebate http://t.co/6JyS4iVVkE … http://t.co/e8jH6TilTs",Neutral
RT @robyn_ravenclaw: Omg this is the best thing I've ever seen in my life 😂😂😂😂 #GOPDebate  https://t.co/sVFJCLmzlA,Positive
"@foxnews at best put theater over substance in #GOPDebate At worst they acted like kingmakers. Too little substance to much  ""defend this""",Negative
RT @ksmash: Do I choose @Jeopardy or #GOPdebate? Why even ask....Jeopardy all the way.,Negative
@ltmd11 @Grungelady need to fix #GOPDebate system..all 10 candidates combined spoke for bit over 59 minutes!! So other half time was what?!?,Negative
My piece on the #GOPDebate for @qz. John Kasich is the winner in Round 1  - performed opposite his poll rankings http://t.co/TQKAlaFL8j,Positive
#MarcoRubio lied when he said he had never advocated for exceptions to abortion bans. #GOPdebate,Negative
"RT @kaylirw: ""I would, like, definitely do stuff different, like whatever is happening I make it be not happening""--Trump #GOPDebate",Neutral
"RT @PetraAu: I frankly don't have time for total political correctness"" Watch some of @realDonaldTrumps zingers  #GOPdebate
https://t.co/Ey…",Negative
and @DWStweets was complaining about #Misogyny at the #GOPDebate last night @scrowder @CarterFliptMe @CarlyFiorina #tcot #Untieblue,Neutral
"I'm Not 1 Of Those Conservatives Who Supports RINOS Like Bush, Huckabee, Rubio &amp; Santorum 😑
#GOPDebate",Negative
"RT @TRButcher: Looks like @RealBenCarson &amp; @marcorubio were the big winners of the #GOPDebate, and I agree! http://t.co/g8FYUmFxUn",Positive
RT @megynkelly: .@marcorubio: We need to even out the tax code for small businesses so that we lower their tax rate to 25% #GOPDebate,Neutral
"RT @scrowder: Again, Trump with no substantiated answer. Just ""people do things because I give them money and stuff""  #GOPDebate",Negative
Who watched the #GOPDebate last night? I heard it was the funniest thing since #LaurelAndHardy and the #ThreeStooges -,Negative
RT @LillyRockwell: My dog barks every time there is a doorbell sound on TV. So last night there was a LOT of barking. #GOPDebate #useabuzze…,Negative
The Left always tells us of whom they are most afraid. #GOPDebate  https://t.co/ib6o7f755V,Neutral
AMERICA BETTAH HAVE MY MONEY!!! #BBHMM #GOPDebate https://t.co/dxrmDWQvBe,Negative
"@realDonaldTrump You need to shut up, sit down, and close your Twitter account. The more you speak, the worse it gets. #bimbo #GOPDebate",Negative
"RT @catie__warren: ""Pack your swimsuit, Billy. Mama is taking you to the White House."" #GOPDebate http://t.co/6t2PWpyiX1",Neutral
RT @WalshFreedom: Guys making out and Joe Flacco #GOPDebate http://t.co/efeaXExh0v,Neutral
"LOL @realDonaldTrump  for calling @megynkelly ""unprofessional"" ...which is he today...the pot or the kettle? #Bernie2016 #GOPDebate",Negative
"RT @TheFreshBrew: Well, that was embarrassing. #GOPDebate",Negative
"Does it seem that even the candidates that are praised for ""sticking to the question"" still kind of run around it? #GOPDebate #politics",Negative
#RT if you think the outcome of the #GOPdebate was set long before last night...😁,Neutral
RT @huckpoe: Donald Trump responded to Megyn Kelly's accusations of misogyny by calling her a bimbo. #GOPDebate,Negative
True https://t.co/lciPAyBJZ9 #GOPDebate http://t.co/lbvG7Br91K,Negative
RT @FreedomTexasMom: I'd say #Trump #Cruz #Carson. #GOPDebate  https://t.co/johkjZLjQR,Neutral
My comprehensive National Security Highlights from #GOPDebate: http://t.co/s8oXPaANIU,Neutral
"According to @ChrisChristie, the Bill of Rights is just ""hot air."" https://t.co/8wpP6E80Jn #GOPDebate",Negative
"RT @Braun23Austin: Trying to figure out Donald Trump's logic like: 

#GOPDebate http://t.co/NWAOtwVeJg",Negative
RT kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Dona… http://t.co/jAqjwnndgB http://t.co/XIn4GGUvVe,Neutral
"RT @JackeeHarry: .@RandPaul is talking about Hyundais, @GovMikeHuckabee about Buicks. I'll vote for whoever mentions a Four Door Aventador.…",Negative
RT @ashleyraecx: BRING OUT THE DANCING DEMOCRATS #GOPDebate,Neutral
"If @realDonaldTrump can't take a few hard questions, he should get out. Soft questions only go to liberals. #GOPDebate",Negative
".@ScottWalker was right in #GOPDebate last night.  With feckless incompetent @USOPM, China knows @hillaryclinton's emails better than we do",Negative
"So glad they covered #BlackLivesMatter &amp; #ClimateChange last night at  #GOPDebate. Oh wait, they didn't? What a surprise.",Negative
RT @mattkirshen: They're like a Ronald Reagan cargo cult. #GOPDebate,Negative
"I'd agree with this | Here's Who Gained, Faltered, and Remained Unaffected | The Weekly Standard http://t.co/VWeOprUVGM #GOPDebate",Neutral
"""When did you actually become a Republican?"" #MegynKelly #GOPDebate #DonaldTrump",Negative
"Forget the #GOPDebate, we need a show called 'Toupee Wars' between @realDonaldTrump and @FrankLuntz. http://t.co/Z8g1MTeElg",Negative
RT @brianstelter: I just saw the early overnight ratings for the #GOPDebate. Stand by... http://t.co/eGu2ziUEqH,Neutral
RT @theReal_Rebel: That was a great Comedy Show last night!  #GOPDebate,Negative
RT @TheDemocrats: #GOPDebate is looking a lot like this: http://t.co/LNlGuay4OP,Negative
If #bigotry #racism #Pinknazism did not exist the #democrats and #ww2 would not  be in existence #GOPDebate #tcot https://t.co/7QrzAZpoNz,Negative
"""Where's your evidence Mr. Trump?"" - @FoxNewsSunday 

""Hey, look at this shiny thing"" - @realDonaldTrump 

#GOPDebate",Negative
Wouldn't have expected @realDonaldTrump to be such a baby about the #GOPDebate last night. Jesus cry more about it you fucking pussy.,Negative
RT @JohnFict: Should @megynkelly have acted like @CandyCrowley last night and coddled them? HELL NO! #tcot #GOPDebate get the dirty laundry…,Positive
"Great #GOPDebate debate, but not one word about the environment. Very disappointing.",Negative
